title,id,rate,review
   그와 나의 45cm,sun***,1,"남주,여주 주변인물들 묘사가 잘되어있어서 뭔가 한편의 영화를 본 느낌이에요. 특히 이모네 식구들 나오는 장면은 시트콤이네요. 다만 남주가 너무 애같아서..모름지기 로설에서는 남주,여주매력이 있어야하는데 남주가 너무 애같네요. 그것만 좀 아쉽네요."
   그와 나의 45cm,ari***,0,산만합니다..초기작이라 하니 참고하고 봤어요..
   그와 나의 45cm,gon***,1,진짜 잼있어요~ 대화들이 막~ 어후~ㅋㅋ 웃겨서 엄청혼났네요ㅋㅋ 간만에 맘에 쏙드는 작품이었어용
   그와 나의 45cm,tef***,0,"다른건 모르겠는데 '봐야 할', ' 매야 할', '가야 할' 등의 말을 '봐얄', '매얄', '가얄' 로 쓰는것이 너무 거슬렸어요. 작가님이 무슨 의도로 이런 맞춤법 파괴를 하셨는지 궁금하네요.  그리고 저는 현실에 있을 것 같은 판타지를 좋아하는데 이 직품은 그냥 판타지여서 매력이 떨어졌습니다.  많이 아쉬운 작품이었습니다."
   그와 나의 45cm,jj9***,0,기대하고 샀는데 후회했어요 리뷰가 별로 없어서 망설이다 샀는데 다른 책을 살걸그랬다고. 엉성하다해야하나 깊이가 없다해야하나 독자가 무슨 감정을 느낄게 없었어요 두 캐릭터도 매력이 없고 설득력도 부족했어요 4000원은 비싼거아닌가 라는 생각만 했네요. 로맨스는 개취지만 로맨스를 어느정도 많이 읽으신분들에게는 비추해요.
   그와 나의 45cm,llx***,0,"흠.. . 제취향은 아니었어요 , 19금장면도 지루했어요..  그냥 글로만 느껴지고.. 내용도 정신없어요..  이것저것 많이 넣어서 ..결국은 도중에 덮었습니다..."
   너를  갖고 싶어,jee***,0,좋아하는 설정임에도 불구하고ㅜㅜ 이건 아니지요..
   너를  갖고 싶어,hel***,0,유치..뻔하디뻔한 내용..
   너를  갖고 싶어,ins***,1,"아주 아주 많이 마음에 쏙 듭니다.,행복하네요^^"
   너를  갖고 싶어,laz***,1,풋풋하고 설레네요.  동생이야기도 너무 재미있게 잘읽었어요. 제가 유일하게 재미있게 읽은 연작이네요.
   너를  갖고 싶어,nam***,1,너무 재밌어요 갠적으로 고딩시절이 더 좋았어요 풋풋하니 ㅎㅎ
   너를  갖고 싶어,rnm***,1,1권 좋았어요 기대해요 2권
   너를  갖고 싶어,jev***,0,오래된 작품도 아닌데 왜 이리 초기작같을까요? 신작들 전부 재미있어서 도장깨기 중인데 이 작품은 유독 오글거림이 심해서 더 이상 진도가 나가지 않네요ㅜ
   너를  갖고 싶어,ast***,0,아~1권만 샀는데 너무너무 유치합니다 딱 고딩 인소 느낌
   너를  갖고 싶어,min***,1,풋풋~  설램~~  간만에  살랑살랑 하니 재미있게 봤어요.
   너를  갖고 싶어,yoo***,1,주인공들이 어리지만 재밌게 봤어요
   너를  갖고 싶어,chu***,0,따뜻하면서 그냥 기분이 간질간질한듯.. 다시한번 찬찬히 보고싶네요^^
   너를  갖고 싶어,cha***,0,주인공들이 너무 어려요 ㅠ재미없었어요~뒤엔 그냥 넘김 ~
   너를  갖고 싶어,ass***,0,평이좋아서 구매햇어요. 학원물 좋아하는데 잼있네요!
   너를  갖고 싶어,kb2***,1,누나보다는 동생쪽 소설이 훨씬 좋아요
   너를  갖고 싶어,jac***,1,남주여주 썸타는 과정이 귀엽고 달달해서 넘 좋았어요 (대사가 유치한 것도 있긴 한데 고딩들이란 걸 감안하면 귀엽게 봐줄 수 있는 정도?) 반면 2권부터는 내용이 너무 뻔하고 또 크게 대단한 것도 없어서 그냥 1권만 사는 걸 추천해요
   너를  갖고 싶어,qwe***,0,풋풋 발랄 따뜻 좋았어요
   너를  갖고 싶어,r94***,0,미리보기까지는 재밌었는데 그 뒤로는 이야기가 뻔하게 흘러가서 아쉬웠어요
   너를  갖고 싶어,par***,1,학창시절 에피소드부터 스무살 성인이 되는 과정이 자연스럽게 이어져서 좋았네요.
   너를  갖고 싶어,wor***,1,유쾌하고 따뜻한 내용이네요.
   너를  갖고 싶어,moz***,1,잘 읽었습니다.  다만 19살부터 20대 초반 너무 어린 나이여서 개인적으로 그점이 좀 아쉬웠습니다.
 GL  방탕한 후작의 밤,dan***,1,짧고 강렬햇다...
 GL  방탕한 후작의 밤,uou***,0,ㅋㅋㅋㅋ어.......네 그러네요
 GL  방탕한 후작의 밤,dwo***,1,이거 후속편은 언제나오나요 제발료 후속편 필순거같음 이대로 마무리하기에는 너무 아쉽습니다ㅜ2권두 내주세요 닐도 그렇게 한줄로 지나가기엔 너무 아쉬워요 흐흑 리첼 이야기도 제발요 아니 그렇게 완결하시면 제가 너무 가슴이 아파요
 GL  방탕한 후작의 밤,bri***,0,Gl이 뭔지 모르고 결제햇는데 이런거엿군요....가격이 싼만큼 내용이  짧고 파격설정의 씬위주여서 제취향은 아니었네요. 조금은 로맨스 요소가 있었으면 좋겟어요ㅠ 금발머리 여주의  신체의 비밀부분은....그건 ...정말 호불호가 갈릴거같아요.
 GL  방탕한 후작의 밤,n8x***,0,흠..ㅠ 오히려 반대로 가지고있엇다면 좋앗을것같은디.. ㅠ 2장까지 정말 좋았어요..행복했었는데요...설마설마했네요...후회하고있어요...아정말로..후회해요 수룡의꽃처럼 진짜로 온깁온택이면 더 행복했을거예요..전 엄청난충격을받아..자러갑니다...후타는 괜찮거든요 오히려 좋앗어요 근데 반대로달려있었음좋았을것같아요..하..
 GL  방탕한 후작의 밤,gkd***,0,아무리 저렴한 가격이라도 이런건 안읽고싶어요.. 가격이 저렴한 만큼 분량도 아주 짧습니다. 조금 더 길거나 화끈한 19금이였으면 점수는 더 드렸을거에요 아님 상상력을 자극한 만큼 독자들 머릿속에서 나래를 펼칠 수 있을만큼의 필력이라든지...?
 GL  방탕한 후작의 밤,xue***,1,예상대로  사●지.
 GL  방탕한 후작의 밤,ann***,0,아 개별로 한남판타지 같음 아 모르겠다 정말... 과연 이걸 정말 백합이라고 할 수 있을까....
 GL  방탕한 후작의 밤,yek***,0,주인공이 여자인데 온갖 세상의 여성혐오를 다 하네요
 GL  방탕한 후작의 밤,sil***,0,작가의 상상만 가득한 소설 이건 gl도 아닌 후타나리물입니다. 하지만 본질은 bl 내용이랑 똑같고 여자 몸에 대해 씬 묘사중 말도 안되는게 많아서 피식피식하네요
 GL  방탕한 후작의 밤,cog***,0,아 리뷰보고 살까말까 할때 안샀어야했따.........
 GL  방탕한 후작의 밤,nan***,0,"GL은 첫데뷰인데, 상상하는 것으로도 거부감이 있어서 제 취향은 아닌걸 다신 이럴때는 안 읽을 것 같아요."
 GL  방탕한 후작의 밤,yak***,1,짧아서 아쉬움 존잼
 GL  방탕한 후작의 밤,pag***,0,GL이 아니었다는 게 가장 큰 문제... 휘리릭 보기에 나쁘지 않았지만 낚여서 1점 드려요
 GL  방탕한 후작의 밤,sat***,1,ㅋㅋㅋㅋㅋ 넘 잼써요 ㅋㅋㅋㅋ 반전까징 잼나게 잘 봤어요
 GL  방탕한 후작의 밤,dnj***,0,음 ...GL 이라고 보기엔  무리가  있어요
 GL  방탕한 후작의 밤,da4***,1,ㅋㅋㅋ...ㅋㅋ...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ...왕성한 작품활동 부탁드립니다
 GL  방탕한 후작의 밤,lil***,0,후타나리라고 써놔야하는거 아닌가요; 이게gl임?
 GL  방탕한 후작의 밤,ghj***,1,정말 문제작이네요 너무 재밌어요. 웃기기도 하고요.
 GL  방탕한 후작의 밤,yve***,0,정말 정말 짧아요. 다른 소설의 외전정도의 길이입니다. 개인적으로 성적 소재는 별 문제가 안되었는데 스토리가 뜬금없다는 생각이 드네요.  후작이야 뭐 레오니의 몸에 반했다치더라도 레오니는 예전부터 좋아했다느데 그 계기도 안나와있고 그냥 19씬만 있는 책이라 생각하심 됩니다.  소재는 취향만 괜찮으면 재밌겠지만 일단 짧아도 너무 짧아.
 GL  방탕한 후작의 밤,whi***,0,밤새읽었습니다~!!
 공작님  아프니까 살살  ,do9***,1,마무리까지 완벽~ 넘 달달하고 귀욤 ㅠㅠ
 공작님  아프니까 살살  ,fkf***,1,달달먹고싶어서 구매해봐요
 공작님  아프니까 살살  ,pop***,0,"재미없고 여주 아파서 골골거라는거 외엔 클리셰ㅊ범벅, 남주 여주 둘다 무매력,,배경은 중세?인듯한데 시대적 특징도 없음. 웬만하면 중도하차 안하는데 1권 산것도 돈 아까워 미치겠음."
 공작님  아프니까 살살  ,yun***,0,좋아하는 클리셰가 많은데 이야기를 너무 유치하게 풀어나가요. 남주가 사랑하는 이유가 몸정이라고밖에 안느껴져서 매력도 떨어집니다. 병약도 적당해야한다는 다른 리뷰들에 동감합니다. 뜬끔없는 사랑고백도 이상하고 여러모로 중간중간 자꾸만 몰입을 깨서 2점 드립니다. 1권 읽고 후기 남깁니다 2권은 고민되네요
 공작님  아프니까 살살  ,ksw***,0,미리보기에 있는게 다임
 공작님  아프니까 살살  ,han***,0,"음 뭐랄까 정확히 설명은 안되지만 한 20프로정도 부족한 느낌이 읽는 내내 들어요 전체적으로 좀 많이 어설퍼요,, 첫 만남이나 첫관계도 그렇고,, 초반엔 그래도 읽다가 남주가 굉장히 뜬금없이 사랑고백 한 이후로,,,? 오글거림을 못참고 결국 뒷부분은 대충대충 넘겼네요 로판 많이보신분들은 사지마세요 돈아까워요 병약한 여주 그것때문에 안절부절 못하는 남주 저도 진짜 좋아하는데요(소개글에 홀려서 삼;;) 여주가 아파도 너어어어무 많이 아프고 틈만나면 쓰러질만큼 허약하구요(쓰러질때면 엥? 또??? 이런 느낌이 들정도로요,,) 전체적으로 조금 인소마냥 오글거리기도한느낌이 있네요,,"
 공작님  아프니까 살살  ,dfc***,1,재미있어요.계속구매하게되네요
 공작님  아프니까 살살  ,cco***,1,사랑받는 여주ᆢ좀더 튼튼했으면해요
 공작님  아프니까 살살  ,alg***,0,가볍게 읽기에는 좋아요. 다정한 남주와 외유내강 여주. 근데 중간중간 허술한 부분이 있고 악역들과의 문제도 어이없게 해결되서.. 로판 읽은지 얼마 안 된 분들은 읽기 좋은 듯요.
 공작님  아프니까 살살  ,jac***,1,제목과다른..쏘쏘 그래도 저는 재미있었어요
 공작님  아프니까 살살  ,k99***,1,여주가 병악하다 하는데 저도 어렸을때부터 약한편이어서 더 재미있게 읽을듯 하네요. 차곡차곡 단계를 밟아가는 신뢰와 사랑 같네요. 읽는내내 따스함을 느끼네요.
 공작님  아프니까 살살  ,qld***,1,너무 재밌다는 아닌듯.. 슬렁슬렁 책장은 잘넘어가요...
 공작님  아프니까 살살  ,dyo***,1,여주가 무슨 툭치면 코피에 뒤로 넘어가는게 기본이라 몰입이 힘든데 남주가 찐으로 발닦개를 자처해서 볼만해요 ㅎㅎ
 공작님  아프니까 살살  ,100***,1,짦은 루시아 같아요:) 다만 여주가 개복치 스타일이라는점
 공작님  아프니까 살살  ,kmk***,1,출간됐다는 소식에 바로 왔슴당^_^ 너무 재밌어요
 공작님  아프니까 살살  ,kks***,0,필력은  좋지만 답답한 여주덕에  1권읽고 하차하려합니다.
 공작님  아프니까 살살  ,yun***,1,병약여주 좋아하는데 너무 병약해보여서 걱정이에요... 재밌습니다
 공작님  아프니까 살살  ,ara***,0,"뻔한 내용, 뻔한 인물, 특출난 점 없음. 여주 댕답답함"
 공작님  아프니까 살살  ,dre***,0,리뷰가 좋아 기대치가 높아나봐요 주인공의 매력도 별로고 좀 지루했습니다
 공작님  아프니까 살살  ,min***,1,그냥 술술 잘 넘어가는걸로 만족해요
 공작님  아프니까 살살  ,peo***,0,2권까지 보다 말았어요.....
 공작님  아프니까 살살  ,mj8***,0,별 스토리가 없는 느낌이에요 어디서 많이 본 전개고...완독은 했는데 재탕은 안할 듯요.
 공작님  아프니까 살살  ,kik***,1,"간만에 재미있는 소설을 발견했다.  2,3권도 가야겠어요. 1권은 재밌고, 2권은 무난, 3권은 대걍 썼네요.  허 특히 3권은 쓰기 싫으셨나 싶네요."
 공작님  아프니까 살살  ,buk***,1,가볍게 읽을만했어요~
 공작님  아프니까 살살  ,aj0***,0,여주가 하는일 없이 매번 아파서 침대에 누워있고 픽픽 쓰러져서 별로예요. 남주는 왜 여주 가문에 청혼서를 넣었을까요?
 공작님  아프니까 살살  ,jam***,0,뒤로 갈수록 루즈해짐 남주가 저정도 하면 좀 솔직해져도 되지 않나 여주 너무 답답함
 공작님  아프니까 살살  ,mj0***,1,킬링타임용으로 좋아요
 공작님  아프니까 살살  ,lyj***,1,처음부터 끝까지 달달해서 너무 좋았습니다.
 공작님  아프니까 살살  ,aog***,0,너무 병약해서 짜증남 그거빼고는 그냥 다 좋은데 진짜 개복치임 나처럼 전권 다 사지말고 1권만사보고 이정도개복치는 괜찮다싶으면 다 구매하셈 짖ㅁ자***개복치임
 공작님  아프니까 살살  ,qrr***,1,외전 마지막 반전....대박ㅋㅋ
 공작님  아프니까 살살  ,bbi***,1,남주가너무멋지네요 다음글도잘부탁해요.
 공작님  아프니까 살살  ,yua***,1,재밌어요 달달하고~
 공작님  아프니까 살살  ,lee***,1,다정에 서툰 남주-♡
 공작님  아프니까 살살  ,woz***,0,좋아하게된 개연성이 없어 감정이 이해가 안됨
 공작님  아프니까 살살  ,h2o***,1,잼있어요 ㅎㅎ 내용은 그냥 별거아닌데 여주를 어와둥둥하는게 귀여워요
 공작님  아프니까 살살  ,jmi***,0,스토리도 개연성도 필력도 다 엉성해요. 악조들도 어처구니 없을정도로 어설퍼요. 소중한 캐시를 아끼세요.
 공작님  아프니까 살살  ,jun***,0,필력이 그리 좋은 건 아닌 것 같네요 그럭저럭 soso
 공작님  아프니까 살살  ,pcy***,1,1권만 보려다가 3권까지 결재중이에요 ㅜㅜ 흔한 이야기여도 재밌어요
 공작님  아프니까 살살  ,010***,1,달달구리구리 피폐만보다 오럇만에 달달해서 좋앗쯈
 공작님  아프니까 살살  ,que***,0,"보통, 그냥 재밌당"
 공작님  아프니까 살살  ,min***,0,진짜 1도 흥미 안 끌렸어요 읽는 내내 돈 아까워서 어쩔 수 없이 휙휙 넘겨 봤어요 뭐 사랑에 빠지는 개연성도 없고 그렇다고 씬이 좋은 것도 아니고 리뷰에 당한 느낌 입니다.
 공작님  아프니까 살살  ,swe***,1,재밋어요  방방뛰는 성격의 여주들에 질려서 죽글거같았는데 차분차분해서 좋아요ㅎㅎ
 공작님  아프니까 살살  ,cs7***,1,술술 읽었어요 엄청 재밌지는 않치만 읽을만했어요
 공작님  아프니까 살살  ,ljj***,1,지루하지 않고 끝까지 재밌게 읽었습니다~~^^♡
 공작님  아프니까 살살  ,ari***,1,그냥 저냥 쭈욱 읽히네요 ㅎㅎ
 공작님  아프니까 살살  ,ani***,1,기대없이 시작했는데 재미있어요
 공작님  아프니까 살살  ,ki2***,0,흔한 클리셰 범벅에 노잼..... 흥미가 도저히 안 생기는데 돈은 아까워서 휙휙 넘겨봤음 남주 반말이고 말투도 오글거림 씬도 그닥 별로였음
 공작님  아프니까 살살  ,kon***,0,심심하네요. 소개글과 미리보기에서 예상된 전개가 그대로...  색다른 반전도 비밀도 없는 안전한 글 좋아하시는 분들께 추천
 공작님  아프니까 살살  ,moo***,1,캐릭터는 정형성이 있지만 술술 넘어가는 맛이 있긴합니다.
 공작님  아프니까 살살  ,jh1***,1,임신 아녀? 감기 허약 임신 약 다 겹쳐서 이럼 것 같은데~
 공작님  아프니까 살살  ,ysk***,1,외전나와서 오랜만에 재탕했는데 부둥부둥하는거 재밌게 봄ㅋㅋ
 공작님  아프니까 살살  ,mer***,1,판타지몰 로맨스는 언제나 제 취향입니다 아묻타 구매
 공작님  아프니까 살살  ,kgk***,1,생각지도 못했는데 재밌네요.
 공작님  아프니까 살살  ,shi***,1,공작님!!! 달달하니 너무 좋아요!!!
 공작님  아프니까 살살  ,pig***,1,미리기보기 보고 구매해요~
 공작님  아프니까 살살  ,wld***,1,흔한 클리솁니다 재미가 없진 않았어요
 공작님  아프니까 살살  ,izt***,0,무난하고 쏘쏘하고.. 진부함다..ㅜㅜ
 공작님  아프니까 살살  ,kis***,1,공작이 여주이뻐죽을라함ㅎ 달달허니좋다
 공작님  아프니까 살살  ,oh1***,1,걍 쏘쏘쏘. 잘 읽히고 킬링타임으로 괜찮음
 공작님  아프니까 살살  ,uni***,1,ㅠㅠ1권 넘 재밌어서 바로 전권 구매해요!!!
 공작님  아프니까 살살  ,sjs***,1,1권 읽고 바로 구매합니다.
 공작님  아프니까 살살  ,ljm***,1,읽다보니 전권 구매해서 보게 되었어요
 공작님  아프니까 살살  ,kjj***,0,흔한 필력에 흔한 전개네요... 딱 미리보기만한 필력이라 1권 반정도 읽디가 하차해요
 공작님  아프니까 살살  ,koe***,1,뭔가 이유없는 동생의 분노 의문이 들었지만 재밌게 봤어욤
 구경하는 들러리양  ,ora***,0,봐줄만한 유치함의 수준을 벗어났습니다....... 2000년대 인소 같아요
 구경하는 들러리양  ,mag***,1,케니스가 라테가 콧구멍에 쑤셔넣은 팝콘 흥!흥! 하고 콧바람으로 빼낼거상상하니까 웃겨죽을것같아욬ㅋㅋㅋㄱㄲㅋㅋㅋㅋㅋㅋㄱㅋㅋㄱㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㄱㅋㅋㄱㅋㄱㅋㅋㅋㅋㅋㄱㅋㄱㅋㅋㄱㄱ
 구경하는 들러리양  ,han***,1,누군가 제게 취향을 묻는다면 저는 구들이라 대답하겠습니다.
 구경하는 들러리양  ,lun***,1,목적에 맞는 글이었어요 드립난무개그초월 만족합니다
 구경하는 들러리양  ,gus***,1,가볍고 유쾌하고 즐겁네요 웹툰보고 넘어왔는데 양쪽 다 재밌어요
 구경하는 들러리양  ,bet***,0,호불호에서 불호입니다..웹툰에 너무 매력터졌는데.. 활자로 보니까 환장하겠네요 ㅠㅠㅠㅠ
 구경하는 들러리양  ,kbm***,1,정말이지 뇌내필터링 없이 의식의흐름대로 쏟아부은 듯한 병맛글이랄까.. ㅋㅋㅋㅋㅋ
 구경하는 들러리양  ,wat***,0,"꼭 미리보기를 꼭 해보고 구입하기를 귄합니다... 워낙 인기작이라 망설임없이 구입했다가 한도끝도없이 가벼운 문체에 한번 놀라고 억지웃음 끌어내는데 유치함에 두번 놀라고 말도안되게 긴 스토리에 세번놀라며 중도 포기했어요.... 즉, 취향에 안맞으면 도저히 못봐줄 소설입니다... 차라리 웹툰을 권함.."
 구경하는 들러리양  ,rai***,0,아 ㅠㅠ 돈아까워요... 2권에서 하차합니다..팝콘 사업이 웬말... 개그물이라는데 하나도 안 웃겨요 ㅠㅠ 토마토지롱 감성 안 맞는 분은 보지 마세요..
 구경하는 들러리양  ,qaw***,0,로맨스 소설이나 로판같은 종류 많이 읽은 독자분들에게는 별로라고 느껴지실거 같아요ㅠㅜ 저도 한번 보면 끝까지 보는 스타일이라  완결까지 구매했지만 솔직히 이 가격에 주고 볼 소설은 아니라고 생각되네요ㅠ 너무 후회가 되요 ㅜㅠㅜ 보고싶은 분들은 카카오페이지 이용하세요 거기가 더 저렴하더라구요 ㅠ 하지만 추천은 안합니다 ㅜㅠ
 구경하는 들러리양  ,aib***,0,너무 유치해서 못 읽겠습니다
 구경하는 들러리양  ,sar***,0,"같은 한국말이 이해가 안되고.. 별점도 이해가 안되고, 리뷰도 이해가 안되고 구매버튼 누른 내 손가락이 가장 이해가 안됩니다"
 구경하는 들러리양  ,sub***,0,귀여니인가? 드립이 너무 심하여 읽기 힘듦 2권 하차.
 구경하는 들러리양  ,yul***,1,"오랫만에 빵빵 터지면서 봤어요 돈이 아깝지 않은 간만의 작품이었어요 다만 외전이 여주, 남주의 에피소드가 더 들어있었으면 더 좋았을 것 같네요 너무 취적 커플이라"
 구경하는 들러리양  ,lad***,0,웹툰 보다가 소설로 갈아탔는데... 유치해서 죽는줄. 웹툰으로 볼땐 여주의 생각이 소설처럼 서술되어 잇지 않아서 글케 오글거리는지 몰랏는데 ㅠㅠ 소설보니까 오글만점..   그리고 애초에 개그로 버티는게 아니고 남캐들 매력땜에 보는 건데 너무 개그로 갈려 그래서 별로. 그래도 아일이 좋음 ㅎㅎ... 핀트 나간 다정맨... 아일이 때문에 별1이엇던거 2로 함 히히.
 구경하는 들러리양  ,eno***,0,흠 4권까지 다 사서 읽은 28여자인데요...이십대 후반이시면 이런분들에게 추천드려요. 나한테 만원짜리 문상이 있는데 당장 써야 하는데 당최 쓸곳이 없다..플러스 시간이 너무 많이 남는다 플러스 책을 읽으며 혹은 읽고 나서 생각을 하고 싶지 않다 뭐 요런 분들이요 저 3가지는 필요조건입니다!
 구경하는 들러리양  ,dus***,0,잼없어요 여주는 좀 귀여우면서 정신없고 남주 많이 멋짐
 구경하는 들러리양  ,gud***,1,생각없이 보기 좋은 책 재밌습니다
 구경하는 들러리양  ,lem***,0,"정말 호불호입니다. 저는 웬만한 책은 다 괜찮습니다.  유치하면 어때요? 작가의 특성인데요. 유치하든 진중하든 상관없이 즐깁니다.  하지만  중간 ""다메요, 쨔응,  사요나라""에서 하차합니다. 왜 굳이 일본어를 필요없는데 썼을까 싶어요. 일본어로 쓴 것도 아닌, 한국어로! 판타지인데 갑작스런 일본어입니다. 깹니다."
 구경하는 들러리양  ,dms***,0,저하고는  개그  코드가  안 맞아서...필력은 있으신데  말장난 처럼  느껴져서  돈이  아까웠어요...
 구경하는 들러리양  ,eh9***,0,스토리나 주인공의 매력이나 개연성 모두 인소 그 이상도 이하도 아닙니다. 작가분의 필력 하나로 4권을 이끌어 나가기엔 좀 많이 부족하지 않나 싶습니다. 개인적으로  앞으로 작가님의 소설은 믿고 거르기로 했습니다.
 구경하는 들러리양  ,cho***,0,..정말 성의없는 책(작품이라고 하고싶지도 않음) 돈아까운걸 넘어서서 작가가 독자를 호구로보나 하는 생각까지 들었다 언젠간 스토리가 나오겠지 하면서 4권까지 참고  읽었지만 결국 스토리는 앞에나오는 설정 그게다였고 등장인물들은 대사가 다 말장난임. 그리고 나오는 인물들 이름은 죄다 왜 그따위인지? 몇명이면 웃고넘어가겠는데 4권내내 나오는 모든인물 이름이 다그러니 몰입은커녕 내가이걸 왜 돈내고읽고있나 나는 호구인가 하는 생각까지듦.  이책을 4권까지 읽고나니 내가 예전에 개노잼이라고 생각했던 책들이 갑자기 막 성의있고 재밌어보인다
 구경하는 들러리양  ,dxe***,0,"음.. 저는 타사 구매자이고, 솔직하게 말씀드리자면 시간을 되돌린다면 저는 안살것같아요. 맨처음 읽을때는 재밌었는데 두 번은 못읽겠어요.. 가볍고.. 소설의 완결성을 모르겠는.. 그리고 그때그때 나오는대로 스토리를 쓰신것같아요. 외전까지 다 샀는데 좀 실망스러워요.ㅜㅜ"
 구경하는 들러리양  ,lwk***,0,ㅋㅋㅇㅍㅇㅈ에서 볼때는 한편씩 끊어서 댓글도 같이봐서 그런가 작가님 개그도 너무 재밌었어요... 근데 연달아서 보려니까 질려요 끝이없어서
 구경하는 들러리양  ,h2j***,1,나 이런거 좋아하네~
 구경하는 들러리양  ,sno***,1,우하하 이 작가님 천재 십니다~!!! 간만에 진짜 엄청 웃었어요. 여주인공 라테 딱 내 스타일 이에요 ㅋㅋㅋㅋ 오히려 남주인공들 이 눈에 안들어와요.  타입슬립 진짜 취향인데 .. 여기에 개그 코드가 ㅋㅋㅋ 진짜 진짜 별 다섯개 투척 합니다 !!! 정말 정말 하루 종일 집에서 얼마나 낄낄 거렸는지~ 원래 19금 소유욕 짱인 소설 취향인데 ... 와~ 이거 이거 너무 우껴서 이 작가님 애정 하게 되었어요~~ 빨리 신작 부탁 드려요~!!!!
 구경하는 들러리양  ,wey***,0,인소에요 딱!!!!
 구경하는 들러리양  ,wlg***,0,"1,2권까지는 재미있어요. 코믹하는 장면이 많아서 술술 멈어갔습니다.  3권부터 내용이 엄청 루즈해지고 유치해집니다. 개연성 있는 것도 아니고 그저 그런 시시한 사건들이 주를 이루다가 4권되면 본격적인 결말 루트로 빠집니다. 훅 하고 빠져서 뭐야 이게?생각이 듭니다.결론적으로 유치합니다. 주변 인물들 시점도 왜이렇게 유치해지는지 모르겠네요. 그나마 1,2권은 덜 유치해서 다행인것 같습니다. 3,4권은 생각하고 구입하시길 바랄게요. 결말도 급히 마무리 짓고 사건이라 할 것도 없고 그저 그래요. 3,4권만 보면 별1점 주고 싶네요. 그나마 구입해서 읽었지 이건 진짜 고딩들 인소보는 수준입니다. 추천하고 싶지않습니다. 구매하고 간만에 이렇게 후회하네요. 시그리드보고 갑자기 판타지물이 급 땡겨서 구매했는데 기대이하입니다. 정말 재미없어요. 1,2권은 그나마 볼만한게 다행이라면 다행인것 같네요.1권당 420-430페이지쯤 됩니다. 참고하세뇨."
 구경하는 들러리양  ,Jju***,1,"ㅋㅋㅋㅋㅋㅋ재탕도 할만큼 재밌게 읽었어요 케바케 일수 있지만, 그래도 빵빵터지면서 생각 없이 가볍게 읽기 좋았습니다"
 구경하는 들러리양  ,hic***,1,재탕할 때마다 또다른 재미가 느껴지는 괜찮은 작품.
